cat_traveller_id,cat_traveller,traveller_cat,country_res_id,country_res_name,adjustment_type_id,adjustment_type,frequency_id,frequency,time_period,observation_value,unit_measurement_id,unit_measurement,table
5,Short-term (less than one year) Residents returning,Residents returning,3308,Russian Federation,10,Original,M,Monthly,2019-02,580,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4203,Iran,10,Original,M,Monthly,2019-02,1480,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4216,United Arab Emirates,10,Original,M,Monthly,2019-02,5110,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5205,Singapore,10,Original,M,Monthly,2019-02,27100,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7107,Sri Lanka,10,Original,M,Monthly,2019-02,9310,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1302,Papua New Guinea,10,Original,M,Monthly,2019-02,2990,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8204,Chile,10,Original,M,Monthly,2019-02,3630,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3104,Italy,10,Original,M,Monthly,2019-02,5620,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2302,Belgium,10,Original,M,Monthly,2019-02,2070,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5102,Cambodia,10,Original,M,Monthly,2019-02,1340,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1505,Samoa,10,Original,M,Monthly,2019-02,1980,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2201,Ireland,10,Original,M,Monthly,2019-02,1810,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3106,Portugal,10,Original,M,Monthly,2019-02,390,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3307,Poland,10,Original,M,Monthly,2019-02,660,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5105,Vietnam,10,Original,M,Monthly,2019-02,26670,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8213,Peru,10,Original,M,Monthly,2019-02,1260,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,9225,South Africa,10,Original,M,Monthly,2019-02,6270,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2401,Denmark,10,Original,M,Monthly,2019-02,3820,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4213,Saudi Arabia,10,Original,M,Monthly,2019-02,1810,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5203,Malaysia,10,Original,M,Monthly,2019-02,29240,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6203,"Korea, South",10,Original,M,Monthly,2019-02,30930,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6105,Taiwan,10,Original,M,Monthly,2019-02,6310,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2201,Ireland,10,Original,M,Monthly,2019-03,5780,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8203,Brazil,10,Original,M,Monthly,2019-03,5870,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1502,Fiji,10,Original,M,Monthly,2019-03,20010,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4205,Israel,10,Original,M,Monthly,2019-03,1440,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6102,Hong Kong,10,Original,M,Monthly,2019-03,23320,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1304,Vanuatu,10,Original,M,Monthly,2019-03,1320,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4203,Iran,10,Original,M,Monthly,2019-03,1590,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6101,China,10,Original,M,Monthly,2019-03,124370,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7107,Sri Lanka,10,Original,M,Monthly,2019-03,3800,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2301,Austria,10,Original,M,Monthly,2019-03,1280,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7101,Bangladesh,10,Original,M,Monthly,2019-03,2100,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8204,Chile,10,Original,M,Monthly,2019-03,2740,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1502,Fiji,10,Original,M,Monthly,2019-03,3620,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5202,Indonesia,10,Original,M,Monthly,2019-03,16020,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8201,Argentina,10,Original,M,Monthly,2019-03,2950,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3207,Greece,10,Original,M,Monthly,2019-03,830,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5204,Philippines,10,Original,M,Monthly,2019-03,21020,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2311,Switzerland,10,Original,M,Monthly,2019-03,5150,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2311,Switzerland,10,Original,M,Monthly,2019-03,1300,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4208,Lebanon,10,Original,M,Monthly,2019-03,1360,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2304,Germany,10,Original,M,Monthly,2019-03,21970,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3307,Poland,10,Original,M,Monthly,2019-03,2140,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5105,Vietnam,10,Original,M,Monthly,2019-03,8710,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7101,Bangladesh,10,Original,M,Monthly,2019-03,1880,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7106,Pakistan,10,Original,M,Monthly,2019-03,1850,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,9225,South Africa,10,Original,M,Monthly,2019-03,5730,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5202,Indonesia,10,Original,M,Monthly,2019-03,91890,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7103,India,10,Original,M,Monthly,2019-03,37860,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2301,Austria,10,Original,M,Monthly,2019-03,1680,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2407,Sweden,10,Original,M,Monthly,2019-03,3590,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6102,Hong Kong,10,Original,M,Monthly,2019-03,23090,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1304,Vanuatu,10,Original,M,Monthly,2019-03,4610,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5102,Cambodia,10,Original,M,Monthly,2019-03,4130,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6101,China,10,Original,M,Monthly,2019-03,41330,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1201,New Zealand,10,Original,M,Monthly,2019-03,109920,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2308,Netherlands,10,Original,M,Monthly,2019-03,5740,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2406,Norway,10,Original,M,Monthly,2019-03,1880,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4205,Israel,10,Original,M,Monthly,2019-03,1240,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4216,United Arab Emirates,10,Original,M,Monthly,2019-03,3900,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6105,Taiwan,10,Original,M,Monthly,2019-03,15710,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8104,United States of America,10,Original,M,Monthly,2019-03,89180,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8203,Brazil,10,Original,M,Monthly,2019-03,2190,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5205,Singapore,10,Original,M,Monthly,2019-03,38610,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3204,Croatia,10,Original,M,Monthly,2019-03,400,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5203,Malaysia,10,Original,M,Monthly,2019-03,16730,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6203,"Korea, South",10,Original,M,Monthly,2019-03,4840,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6201,Japan,10,Original,M,Monthly,2019-03,53470,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4215,Turkiye,10,Original,M,Monthly,2019-03,940,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8104,United States of America,10,Original,M,Monthly,2019-03,61410,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2303,France,10,Original,M,Monthly,2019-03,11430,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5104,Thailand,10,Original,M,Monthly,2019-03,8380,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7103,India,10,Original,M,Monthly,2019-03,33990,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7105,Nepal,10,Original,M,Monthly,2019-03,2940,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1301,New Caledonia,10,Original,M,Monthly,2019-03,1390,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1302,Papua New Guinea,10,Original,M,Monthly,2019-03,8760,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2303,France,10,Original,M,Monthly,2019-03,5090,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7105,Nepal,10,Original,M,Monthly,2019-03,3630,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1301,New Caledonia,10,Original,M,Monthly,2019-03,4220,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3104,Italy,10,Original,M,Monthly,2019-03,5680,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3308,Russian Federation,10,Original,M,Monthly,2019-03,1620,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8205,Colombia,10,Original,M,Monthly,2019-03,1660,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2304,Germany,10,Original,M,Monthly,2019-03,5290,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2407,Sweden,10,Original,M,Monthly,2019-03,1170,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5104,Thailand,10,Original,M,Monthly,2019-03,41660,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6201,Japan,10,Original,M,Monthly,2019-03,34270,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7106,Pakistan,10,Original,M,Monthly,2019-03,3470,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2403,Finland,10,Original,M,Monthly,2019-03,1390,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3108,Spain,10,Original,M,Monthly,2019-03,3330,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8102,Canada,10,Original,M,Monthly,2019-03,22680,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3108,Spain,10,Original,M,Monthly,2019-03,3310,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8102,Canada,10,Original,M,Monthly,2019-03,9020,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8306,Mexico,10,Original,M,Monthly,2019-03,2030,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5204,Philippines,10,Original,M,Monthly,2019-03,12210,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8306,Mexico,10,Original,M,Monthly,2019-03,910,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1201,New Zealand,10,Original,M,Monthly,2019-03,134780,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2308,Netherlands,10,Original,M,Monthly,2019-03,1500,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3308,Russian Federation,10,Original,M,Monthly,2019-03,580,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4203,Iran,10,Original,M,Monthly,2019-03,1010,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4216,United Arab Emirates,10,Original,M,Monthly,2019-03,4790,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5205,Singapore,10,Original,M,Monthly,2019-03,34560,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7107,Sri Lanka,10,Original,M,Monthly,2019-03,8390,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1302,Papua New Guinea,10,Original,M,Monthly,2019-03,3570,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8204,Chile,10,Original,M,Monthly,2019-03,3150,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3104,Italy,10,Original,M,Monthly,2019-03,4020,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2302,Belgium,10,Original,M,Monthly,2019-03,1860,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5102,Cambodia,10,Original,M,Monthly,2019-03,860,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1505,Samoa,10,Original,M,Monthly,2019-03,1880,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2201,Ireland,10,Original,M,Monthly,2019-03,2850,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3106,Portugal,10,Original,M,Monthly,2019-03,620,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3307,Poland,10,Original,M,Monthly,2019-03,500,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5105,Vietnam,10,Original,M,Monthly,2019-03,29290,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8213,Peru,10,Original,M,Monthly,2019-03,630,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,9225,South Africa,10,Original,M,Monthly,2019-03,5790,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2401,Denmark,10,Original,M,Monthly,2019-03,2800,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4213,Saudi Arabia,10,Original,M,Monthly,2019-03,1240,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5203,Malaysia,10,Original,M,Monthly,2019-03,30320,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6203,"Korea, South",10,Original,M,Monthly,2019-03,26130,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6105,Taiwan,10,Original,M,Monthly,2019-03,5730,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2201,Ireland,10,Original,M,Monthly,2019-04,5720,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8203,Brazil,10,Original,M,Monthly,2019-04,4590,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1502,Fiji,10,Original,M,Monthly,2019-04,29130,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4205,Israel,10,Original,M,Monthly,2019-04,2740,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6102,Hong Kong,10,Original,M,Monthly,2019-04,26800,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1304,Vanuatu,10,Original,M,Monthly,2019-04,1410,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4203,Iran,10,Original,M,Monthly,2019-04,650,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6101,China,10,Original,M,Monthly,2019-04,96240,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7107,Sri Lanka,10,Original,M,Monthly,2019-04,4470,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2301,Austria,10,Original,M,Monthly,2019-04,1390,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7101,Bangladesh,10,Original,M,Monthly,2019-04,1990,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8204,Chile,10,Original,M,Monthly,2019-04,1930,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1502,Fiji,10,Original,M,Monthly,2019-04,3670,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5202,Indonesia,10,Original,M,Monthly,2019-04,13470,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8201,Argentina,10,Original,M,Monthly,2019-04,1690,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3207,Greece,10,Original,M,Monthly,2019-04,2310,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5204,Philippines,10,Original,M,Monthly,2019-04,20380,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2311,Switzerland,10,Original,M,Monthly,2019-04,3780,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2311,Switzerland,10,Original,M,Monthly,2019-04,1600,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4208,Lebanon,10,Original,M,Monthly,2019-04,3040,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2304,Germany,10,Original,M,Monthly,2019-04,13450,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3307,Poland,10,Original,M,Monthly,2019-04,1070,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5105,Vietnam,10,Original,M,Monthly,2019-04,8500,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7101,Bangladesh,10,Original,M,Monthly,2019-04,1410,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7106,Pakistan,10,Original,M,Monthly,2019-04,1730,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,9225,South Africa,10,Original,M,Monthly,2019-04,5390,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5202,Indonesia,10,Original,M,Monthly,2019-04,108010,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7103,India,10,Original,M,Monthly,2019-04,30270,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2301,Austria,10,Original,M,Monthly,2019-04,960,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2407,Sweden,10,Original,M,Monthly,2019-04,2390,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6102,Hong Kong,10,Original,M,Monthly,2019-04,31030,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1304,Vanuatu,10,Original,M,Monthly,2019-04,5140,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5102,Cambodia,10,Original,M,Monthly,2019-04,4190,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6101,China,10,Original,M,Monthly,2019-04,63540,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1201,New Zealand,10,Original,M,Monthly,2019-04,119220,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2308,Netherlands,10,Original,M,Monthly,2019-04,4190,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2406,Norway,10,Original,M,Monthly,2019-04,1840,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4205,Israel,10,Original,M,Monthly,2019-04,1670,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4216,United Arab Emirates,10,Original,M,Monthly,2019-04,2110,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6105,Taiwan,10,Original,M,Monthly,2019-04,12730,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8104,United States of America,10,Original,M,Monthly,2019-04,60830,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8203,Brazil,10,Original,M,Monthly,2019-04,1450,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5205,Singapore,10,Original,M,Monthly,2019-04,29850,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3204,Croatia,10,Original,M,Monthly,2019-04,570,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5203,Malaysia,10,Original,M,Monthly,2019-04,26540,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6203,"Korea, South",10,Original,M,Monthly,2019-04,8700,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6201,Japan,10,Original,M,Monthly,2019-04,32760,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4215,Turkiye,10,Original,M,Monthly,2019-04,2380,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8104,United States of America,10,Original,M,Monthly,2019-04,81130,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2303,France,10,Original,M,Monthly,2019-04,9170,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5104,Thailand,10,Original,M,Monthly,2019-04,13280,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7103,India,10,Original,M,Monthly,2019-04,30920,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,7105,Nepal,10,Original,M,Monthly,2019-04,2310,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1301,New Caledonia,10,Original,M,Monthly,2019-04,2410,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1302,Papua New Guinea,10,Original,M,Monthly,2019-04,7990,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2303,France,10,Original,M,Monthly,2019-04,7490,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7105,Nepal,10,Original,M,Monthly,2019-04,3330,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1301,New Caledonia,10,Original,M,Monthly,2019-04,3450,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3104,Italy,10,Original,M,Monthly,2019-04,4060,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3308,Russian Federation,10,Original,M,Monthly,2019-04,1020,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8205,Colombia,10,Original,M,Monthly,2019-04,1510,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2304,Germany,10,Original,M,Monthly,2019-04,6720,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2407,Sweden,10,Original,M,Monthly,2019-04,410,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5104,Thailand,10,Original,M,Monthly,2019-04,53500,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,6201,Japan,10,Original,M,Monthly,2019-04,58200,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7106,Pakistan,10,Original,M,Monthly,2019-04,3690,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2403,Finland,10,Original,M,Monthly,2019-04,910,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3108,Spain,10,Original,M,Monthly,2019-04,2910,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8102,Canada,10,Original,M,Monthly,2019-04,15180,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3108,Spain,10,Original,M,Monthly,2019-04,4960,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8102,Canada,10,Original,M,Monthly,2019-04,6450,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8306,Mexico,10,Original,M,Monthly,2019-04,2090,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5204,Philippines,10,Original,M,Monthly,2019-04,15820,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8306,Mexico,10,Original,M,Monthly,2019-04,1260,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1201,New Zealand,10,Original,M,Monthly,2019-04,129210,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2308,Netherlands,10,Original,M,Monthly,2019-04,2190,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3308,Russian Federation,10,Original,M,Monthly,2019-04,680,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4203,Iran,10,Original,M,Monthly,2019-04,2520,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,4216,United Arab Emirates,10,Original,M,Monthly,2019-04,5970,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5205,Singapore,10,Original,M,Monthly,2019-04,38900,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,7107,Sri Lanka,10,Original,M,Monthly,2019-04,10260,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1302,Papua New Guinea,10,Original,M,Monthly,2019-04,4030,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,8204,Chile,10,Original,M,Monthly,2019-04,2310,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3104,Italy,10,Original,M,Monthly,2019-04,12690,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2302,Belgium,10,Original,M,Monthly,2019-04,1820,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5102,Cambodia,10,Original,M,Monthly,2019-04,1910,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,1505,Samoa,10,Original,M,Monthly,2019-04,2160,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,2201,Ireland,10,Original,M,Monthly,2019-04,4460,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3106,Portugal,10,Original,M,Monthly,2019-04,990,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,3307,Poland,10,Original,M,Monthly,2019-04,840,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,5105,Vietnam,10,Original,M,Monthly,2019-04,32480,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,8213,Peru,10,Original,M,Monthly,2019-04,1750,NUM,Number,sc
5,Short-term (less than one year) Residents returning,Residents returning,9225,South Africa,10,Original,M,Monthly,2019-04,8360,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2401,Denmark,10,Original,M,Monthly,2019-04,1960,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,4213,Saudi Arabia,10,Original,M,Monthly,2019-04,920,NUM,Number,sc
6,Short-term (less than one year) Visitors arriving,Visitors arriving,5203,Malaysia,10,Original,M,Monthly,2019-04,24690,NUM,Number,sc
