cat_traveller_id,cat_traveller,traveller_cat,duration_id,duration_stay,duration_around,reason_id,reason_journey,adjustment_type_id,adjustment_type,frequency_id,frequency,time_period,observation_value,unit_measurement_id,unit_measurement,table
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2019-10,162560,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2019-10,774020,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2019-10,361630,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2019-10,38760,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2019-10,16320,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2019-10,237620,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2019-10,230660,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2019-10,40030,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2019-10,1145970,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2019-10,700190,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2019-10,381280,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2019-10,35230,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2019-10,140810,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2019-10,26790,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2019-10,32700,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2019-10,30530,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2019-10,33220,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2019-10,33740,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2019-10,62290,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2019-10,132610,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2019-10,54810,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2019-10,263640,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2019-10,46350,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2019-10,13860,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2019-10,395960,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2019-10,224700,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2019-10,85510,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2019-10,25110,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2019-10,13460,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2019-11,18840,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2019-11,171540,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2019-11,815910,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2019-11,393980,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2019-11,37790,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2019-11,15020,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2019-11,254090,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2019-11,243980,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2019-11,27160,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2019-11,849790,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2019-11,468730,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2019-11,306130,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2019-11,40100,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2019-11,82550,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2019-11,19270,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2019-11,28850,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2019-11,26020,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2019-11,35530,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2019-11,32000,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2019-11,67070,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2019-11,142410,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2019-11,56030,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2019-11,204700,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2019-11,46070,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2019-11,7030,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2019-11,235990,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2019-11,242730,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2019-11,93470,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2019-11,19010,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2019-11,15300,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2019-12,14780,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2019-12,128370,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2019-12,1077720,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2019-12,514880,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2019-12,32820,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2019-12,18110,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2019-12,218240,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2019-12,297290,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2019-12,27160,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2019-12,749660,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2019-12,402520,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2019-12,265130,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2019-12,17700,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2019-12,66050,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2019-12,24700,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2019-12,24160,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2019-12,21210,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2019-12,40670,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2019-12,15880,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2019-12,38460,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2019-12,321810,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2019-12,121180,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2019-12,207560,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2019-12,45710,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2019-12,15580,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2019-12,220540,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2019-12,443530,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2019-12,65850,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2019-12,17810,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2019-12,27070,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-01,29800,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-01,113190,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-01,766590,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-01,377820,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-01,67220,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-01,17620,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-01,176220,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-01,211830,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2020-01,66180,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-01,1397420,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-01,799280,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-01,386810,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-01,11690,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-01,268840,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-01,17840,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-01,31630,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-01,29950,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-01,32790,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-01,13640,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2020-01,40320,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-01,161040,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-01,67220,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-01,472180,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-01,50270,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2020-01,14570,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-01,573430,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-01,210820,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2020-01,48510,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-01,23830,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-01,13480,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-02,20320,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-02,112500,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-02,685410,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-02,285580,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-02,64330,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-02,16730,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-02,184670,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-02,149720,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2020-02,72520,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-02,785390,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-02,399010,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-02,235340,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-02,19260,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-02,117000,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-02,18400,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-02,25300,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-02,24660,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-02,26490,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-02,16340,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2020-02,53460,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-02,139130,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-02,63320,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-02,254770,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-02,57750,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2020-02,11560,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-02,253660,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-02,209610,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2020-02,61690,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-02,36550,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-02,11950,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-03,10980,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-03,86000,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-03,331890,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-03,124450,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-03,37970,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-03,18890,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-03,79230,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-03,70230,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,8,Education,10,Original,M,Monthly,2020-03,40680,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-03,538360,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-03,298950,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2W,1 and under 2 weeks,10,TOT,Total,10,Original,M,Monthly,2020-03,187220,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-03,6950,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-03,55870,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-03,20320,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-03,21890,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,O,Other & not stated,10,Original,M,Monthly,2020-03,14490,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-03,16350,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,2,Convention/conference,10,Original,M,Monthly,2020-03,9400,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,3,Business,10,Original,M,Monthly,2020-03,21920,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-03,62370,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,2M,1 and under 2 months,45,TOT,Total,10,Original,M,Monthly,2020-03,31630,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-03,141410,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,6M,3 and under 6 months,120,TOT,Total,10,Original,M,Monthly,2020-03,34110,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,8,Education,10,Original,M,Monthly,2020-03,10480,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1M,2 weeks and under 1 month,21,TOT,Total,10,Original,M,Monthly,2020-03,152960,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,5,Visiting friends/relatives,10,Original,M,Monthly,2020-03,112410,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,3,Business,10,Original,M,Monthly,2020-03,37340,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,3M,2 and under 3 months,75,TOT,Total,10,Original,M,Monthly,2020-03,23040,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-03,12970,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-04,160,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-04,40,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,TOT,Total,10,Original,M,Monthly,2020-04,2250,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,TOT,Total,,H,Holiday,10,Original,M,Monthly,2020-04,150,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,12M,6 and under 12 months,270,TOT,Total,10,Original,M,Monthly,2020-04,190,NUM,Number,rs
5,Short-term (less than one year) Residents returning,Residents returning,TOT,Total,,7,Employment,10,Original,M,Monthly,2020-04,1750,NUM,Number,rs
6,Short-term (less than one year) Visitors arriving,Visitors arriving,1W,Under 1 week,3,TOT,Total,10,Original,M,Monthly,2020-04,840,NUM,Number,rs
